Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
9250,53.0,90097,Diesel,69,1,0,1900.0,5,1140.0
11500,48.0,89049,Petrol,97,1,0,1400.0,5,1060.0
9750,52.0,89000,Petrol,110,0,0,1600.0,5,1075.0
9950,45.0,87274,Petrol,110,1,0,1600.0,3,1040.0
11450,49.0,86221,Petrol,110,0,0,1600.0,3,1045.0
12500,54.0,84598,Petrol,110,0,0,1600.0,5,1075.0
10500,50.0,83567,Petrol,110,0,0,1600.0,5,1075.0
12950,50.0,83106,Petrol,110,1,0,1600.0,5,1075.0
12200,50.0,82805,Petrol,110,1,0,1600.0,3,1040.0
10950,50.0,82735,Petrol,97,1,0,1400.0,3,1030.0
10950,54.0,81905,Petrol,110,1,0,1600.0,5,1105.0
11290,49.0,80320,Petrol,110,1,1,1600.0,3,1070.0
10750,49.0,80090,Petrol,97,1,0,1400.0,3,1030.0
10895,53.0,79800,Petrol,110,0,0,1600.0,5,1075.0
11500,47.0,78785,CNG,110,1,0,1600.0,5,1119.0
9750,48.0,78600,Petrol,110,1,0,1600.0,5,1075.0
10250,55.0,77780,Petrol,110,0,0,1600.0,3,1040.0
12500,49.0,77648,Petrol,110,0,0,1600.0,4,1030.0
11950,54.0,77270,Petrol,110,1,0,1600.0,4,1035.0
10750,50.0,76167,Petrol,97,1,0,1400.0,5,1060.0
11450,46.0,75249,Petrol,110,1,0,1600.0,4,1035.0
11950,54.0,75231,Petrol,110,1,0,1600.0,5,1080.0
11750,48.0,75045,Petrol,110,1,0,1600.0,3,1055.0
10950,50.0,74849,Petrol,110,1,1,1600.0,4,1060.0
11950,55.0,74715,Petrol,110,1,0,1600.0,5,1080.0
10995,49.0,74656,Diesel,69,0,0,1900.0,3,1105.0
11450,56.0,74500,Petrol,97,0,0,1400.0,3,1025.0
8900,49.0,74494,Petrol,110,1,0,1600.0,5,1075.0
10500,50.0,73634,Petrol,110,0,0,1587.0,5,1075.0
11750,47.0,73403,Petrol,110,1,0,1600.0,5,1075.0
11450,49.0,73175,Petrol,97,1,0,1400.0,3,1030.0
12000,52.0,73000,Petrol,110,0,0,1600.0,3,1055.0
11950,50.0,72242,Petrol,110,0,1,1600.0,3,1070.0
9850,53.0,72000,Petrol,97,1,0,1400.0,3,1025.0
10950,54.0,71725,Petrol,110,1,0,1600.0,4,1035.0
10950,54.0,71276,Petrol,110,0,0,1600.0,5,1080.0
8695,50.0,70440,Diesel,69,1,0,1900.0,3,1105.0
10990,53.0,70239,Petrol,110,0,0,1600.0,3,1040.0
9500,55.0,69813,Petrol,97,1,0,1400.0,3,1025.0
11950,49.0,69659,Petrol,86,0,0,1300.0,3,1025.0
10750,46.0,69574,Petrol,97,0,0,1400.0,5,1065.0
8750,47.0,69000,Diesel,69,1,0,1900.0,5,1140.0
8750,49.0,68565,Petrol,110,1,0,1600.0,4,1030.0
11450,55.0,68520,Diesel,72,1,0,2000.0,3,1115.0
9950,46.0,68414,Petrol,97,0,0,1400.0,3,1025.0
11950,56.0,66777,Petrol,110,0,0,1600.0,5,1090.0
13950,52.0,66527,Petrol,110,1,0,1600.0,5,1080.0
11250,54.0,66063,Petrol,110,1,0,1600.0,5,1090.0
10900,50.0,65471,Petrol,97,1,0,1400.0,5,1060.0
9750,56.0,65400,Petrol,97,1,0,1400.0,3,1025.0
9950,52.0,65170,Petrol,97,1,0,1400.0,3,1025.0
11950,56.0,65000,Petrol,110,1,0,1600.0,5,1075.0
10450,48.0,64193,,110,1,0,1600.0,3,1040.0
8950,54.0,64000,Petrol,97,1,0,1400.0,3,1025.0
10250,54.0,63792,Petrol,110,1,0,1600.0,5,1075.0
9930,53.0,63635,Petrol,110,1,0,1600.0,4,1035.0
10500,54.0,63135,Petrol,110,1,0,1600.0,3,1050.0
11950,54.0,63123,Petrol,110,1,0,1600.0,4,1035.0
11500,48.0,63000,Diesel,69,1,0,1900.0,5,1140.0
11500,55.0,63000,Petrol,110,0,0,1600.0,4,1035.0
11450,54.0,62987,Petrol,110,0,0,1600.0,5,1080.0
9900,56.0,62751,Petrol,110,0,0,1600.0,3,1050.0
9500,54.0,62519,Petrol,97,0,0,1400.0,3,1025.0
10500,50.0,62280,Petrol,97,1,0,1400.0,5,1060.0
10750,50.0,61672,Petrol,110,0,0,1600.0,5,1075.0
8950,54.0,61000,Diesel,69,0,0,2000.0,5,1140.0
12000,56.0,61000,Petrol,110,1,0,1600.0,3,1050.0
9940,53.0,60558,Petrol,110,1,0,1600.0,4,1105.0
10950,47.0,60348,Petrol,110,0,0,1600.0,4,1030.0
10750,54.0,60239,Petrol,110,1,0,1600.0,5,1075.0
9799,51.0,59000,Petrol,97,1,0,1400.0,3,1025.0
11750,51.0,58761,Petrol,97,0,0,1300.0,5,1060.0
11950,54.0,58745,Petrol,110,1,0,1600.0,4,1035.0
11250,52.0,58596,Petrol,110,1,0,1600.0,3,1045.0
11750,54.0,58530,Petrol,110,0,0,1600.0,5,1075.0
10950,55.0,58377,Petrol,110,1,0,1600.0,3,1050.0
11250,56.0,58142,Petrol,110,1,0,1600.0,5,1080.0
9950,53.0,57948,Petrol,97,1,0,1400.0,3,1025.0
9700,51.0,57645,Petrol,110,0,0,1600.0,5,1080.0
11950,47.0,57500,Petrol,110,1,0,1600.0,4,1105.0
9900,53.0,57475,Petrol,110,0,0,1600.0,3,1040.0
9990,55.0,56743,Petrol,110,0,0,1600.0,3,1045.0
9475,48.0,56675,Petrol,97,1,0,1400.0,3,1025.0
11500,54.0,55877,Petrol,110,1,0,1600.0,5,1075.0
11950,53.0,55500,Petrol,110,1,0,1600.0,4,1035.0
11500,55.0,54900,Petrol,97,1,0,1400.0,5,1060.0
10500,50.0,54465,Petrol,110,0,0,1600.0,5,1075.0
10900,46.0,53700,Petrol,97,1,0,1400.0,5,1060.0
11700,52.0,53561,Petrol,97,1,0,1400.0,5,1060.0
11900,51.0,53408,Petrol,110,1,0,1600.0,5,1080.0
13950,51.0,53268,Petrol,110,1,0,1600.0,5,1080.0
10950,49.0,53116,Petrol,97,1,0,1400.0,3,1025.0
10500,56.0,52448,Petrol,97,0,0,1400.0,3,1025.0
10750,55.0,52149,Petrol,97,1,0,1400.0,3,1085.0
11950,55.0,52141,Petrol,110,1,0,1600.0,5,1070.0
10000,56.0,52000,Petrol,97,0,0,1400.0,3,1025.0
10495,48.0,50967,Petrol,97,1,0,1400.0,5,1060.0
11450,50.0,50400,Petrol,110,0,0,1600.0,5,1080.0
9400,54.0,50000,Petrol,97,1,0,1400.0,3,1025.0
11950,51.0,50000,Petrol,86,1,0,1300.0,5,1045.0
9650,53.0,49969,Petrol,110,0,0,1600.0,5,1075.0
18950,49.0,49568,Petrol,110,1,0,1600.0,3,1105.0
11450,51.0,49473,Petrol,110,0,0,1600.0,3,1055.0
10250,52.0,49432,Petrol,110,1,0,1600.0,3,1050.0
11450,48.0,49417,Petrol,110,1,0,1600.0,3,1045.0
9950,54.0,49366,Petrol,97,1,0,1400.0,3,1025.0
10500,56.0,48731,Petrol,110,1,0,1600.0,3,1055.0
13750,54.0,48370,Petrol,110,1,0,1600.0,5,1080.0
9950,48.0,48071,Petrol,97,0,0,1400.0,3,1025.0
10250,54.0,47852,Petrol,110,1,0,1600.0,4,1030.0
10850,54.0,47768,Petrol,110,0,0,1600.0,3,1055.0
11895,52.0,47689,Petrol,110,0,0,1600.0,5,1075.0
12950,53.0,47451,Petrol,110,1,0,1600.0,3,1055.0
11950,50.0,47219,Petrol,110,1,0,1600.0,5,1080.0
10750,56.0,47211,Petrol,110,1,0,1600.0,5,1070.0
9550,54.0,46856,Petrol,97,0,0,1400.0,5,1060.0
10950,56.0,46500,Petrol,86,0,0,1300.0,5,1035.0
11750,52.0,46449,Petrol,110,1,0,1600.0,4,1035.0
10950,47.0,46391,Petrol,110,0,0,1600.0,5,1075.0
12450,54.0,46230,Petrol,110,1,0,1600.0,3,1055.0
10500,52.0,46029,Petrol,110,1,0,1600.0,4,1030.0
10900,50.0,46000,Petrol,97,0,0,1400.0,3,1025.0
12950,50.0,45900,Petrol,110,1,0,1600.0,5,1075.0
10950,47.0,45850,Petrol,97,0,0,1400.0,5,1060.0
12500,56.0,45336,Petrol,110,1,0,1600.0,5,1080.0
9950,55.0,44537,Petrol,97,0,0,1400.0,3,1025.0
10750,56.0,43700,Petrol,86,1,0,1300.0,3,1025.0
12500,48.0,43120,Petrol,97,1,0,1400.0,3,1030.0
10450,49.0,41710,Petrol,110,0,0,1600.0,3,1040.0
10750,52.0,41700,Petrol,97,1,0,1400.0,3,1025.0
12950,49.0,41636,Petrol,110,1,0,1600.0,5,1105.0
10995,50.0,41273,Petrol,97,0,0,1400.0,5,1060.0
11950,49.0,40836,Petrol,110,0,1,1600.0,3,1075.0
11250,50.0,40400,Petrol,97,1,0,1400.0,5,1060.0
11950,47.0,40361,Petrol,110,1,0,1600.0,5,1090.0
13750,54.0,40325,Petrol,86,0,0,1300.0,5,1045.0
11000,47.0,40000,Petrol,110,0,0,1600.0,5,1080.0
13500,50.0,39706,Petrol,110,1,0,1600.0,5,1080.0
10950,54.0,39291,Petrol,110,1,0,1600.0,3,1040.0
10750,54.0,39000,Petrol,97,0,0,1400.0,3,1025.0
8950,47.0,38900,Petrol,97,1,0,1400.0,3,1025.0
12950,51.0,38403,Petrol,110,0,0,1600.0,3,1055.0
9750,56.0,37461,Petrol,97,0,0,1400.0,3,1025.0
10900,54.0,37000,Petrol,97,1,0,1400.0,3,1025.0
10995,55.0,36406,Petrol,110,1,0,1600.0,4,1035.0
10750,48.0,36005,Petrol,97,1,0,1400.0,5,1065.0
10950,52.0,36000,Petrol,110,1,0,1600.0,5,1075.0
13000,49.0,36000,Petrol,110,0,0,1600.0,5,1080.0
12950,45.0,36000,Petrol,110,1,1,1600.0,3,1070.0
11500,52.0,35823,Petrol,110,0,0,1600.0,5,1075.0
10950,56.0,35230,Petrol,97,0,0,1400.0,3,1025.0
11710,48.0,35142,Petrol,110,0,0,1600.0,3,1055.0
9980,49.0,34890,Petrol,97,0,0,1400.0,3,1025.0
12250,51.0,34882,Petrol,110,1,0,1600.0,5,1075.0
11500,46.0,34000,Petrol,110,1,0,1600.0,5,1075.0
11950,56.0,33998,Petrol,110,0,0,1600.0,5,1080.0
11500,55.0,33230,Petrol,110,0,0,1600.0,3,1050.0
11900,46.0,33021,Petrol,110,1,0,1600.0,5,1080.0
11930,49.0,31999,Petrol,97,0,0,1400.0,3,1030.0
10500,52.0,31579,Petrol,97,0,0,1400.0,3,1025.0
8950,56.0,31000,Petrol,97,0,0,1400.0,3,1025.0
10450,46.0,30806,Petrol,97,1,0,1400.0,5,1060.0
10500,55.0,30461,Petrol,86,1,0,1300.0,5,1050.0
12950,50.0,29686,Petrol,110,1,1,1600.0,3,1075.0
9950,55.0,29650,Petrol,86,0,0,1300.0,3,1025.0
12900,52.0,29500,Petrol,110,1,0,1600.0,3,1055.0
9950,48.0,28656,Petrol,97,0,0,1400.0,3,1085.0
9950,55.0,27500,Petrol,97,1,0,1400.0,3,1025.0
10950,48.0,26938,Petrol,110,1,0,1600.0,3,1040.0
10950,53.0,26624,Petrol,97,0,0,1400.0,5,1060.0
9950,47.0,26221,Petrol,97,1,0,1400.0,3,1025.0
10950,50.0,22648,Petrol,97,1,0,1400.0,5,1060.0
10800,50.0,22500,Petrol,97,1,0,1400.0,3,1025.0
10500,56.0,19313,Petrol,97,0,0,1400.0,3,1025.0
10450,50.0,17619,Petrol,110,0,0,1600.0,4,1030.0
10600,51.0,17069,Petrol,97,1,0,1400.0,3,1025.0
10450,48.0,15000,Petrol,97,1,0,1400.0,3,1025.0
12950,50.0,10210,Petrol,97,0,0,1400.0,5,1065.0
11250,47.0,5309,Petrol,110,1,1,1600.0,3,1070.0
7500,50.0,1,Diesel,90,1,0,2000.0,3,1260.0
8950,52.0,31000,Petrol,97,0,0,1398.0,3,1025.0
6950,58.0,205000,Diesel,72,1,0,2000.0,4,1100.0
7900,68.0,204250,Diesel,72,0,0,2000.0,3,1115.0
5950,68.0,194545,Petrol,86,0,0,1300.0,4,1000.0
7500,59.0,190900,Diesel,72,1,0,2000.0,3,1115.0
7500,62.0,183500,Diesel,72,1,0,2000.0,5,1140.0
6900,65.0,176184,Diesel,72,1,0,2000.0,3,1115.0
5751,67.0,174833,Diesel,72,0,0,2000.0,4,1100.0
6950,68.0,155720,Petrol,86,1,0,1300.0,3,1015.0
7950,67.0,155500,Petrol,110,1,0,1600.0,5,1050.0
7750,59.0,154783,Diesel,72,1,0,2000.0,3,1120.0
7950,64.0,154462,Diesel,72,1,0,2000.0,5,1135.0
8250,64.0,150585,Petrol,110,1,0,1600.0,3,1065.0
6250,67.0,149000,Diesel,90,1,0,2000.0,5,1135.0
9500,62.0,147636,Diesel,72,0,0,2000.0,5,1135.0
6900,59.0,144521,Diesel,72,1,0,2000.0,5,1135.0
8450,64.0,144000,CNG,110,1,0,1600.0,3,1065.0
7350,65.0,140168,Diesel,72,1,0,2000.0,3,1115.0
8950,68.0,140000,Petrol,110,1,0,1600.0,5,1085.0
6900,60.0,139800,Diesel,72,0,0,2000.0,3,1115.0
8950,59.0,137050,CNG,110,1,0,1600.0,3,1078.0
8750,61.0,136956,Petrol,110,0,0,1600.0,3,1065.0
7950,67.0,135337,CNG,110,1,0,1600.0,5,1120.0
8950,64.0,133769,Diesel,72,1,0,2000.0,3,1120.0
8950,58.0,133405,Diesel,72,1,0,2000.0,5,1135.0
8950,65.0,132807,Diesel,72,1,0,2000.0,5,1135.0
7950,64.0,132393,Diesel,72,0,0,2000.0,5,1135.0
7750,60.0,130270,Petrol,110,0,0,1600.0,3,1050.0
7500,59.0,130000,Diesel,72,1,0,2000.0,4,1135.0
8950,67.0,127000,Diesel,72,1,0,2000.0,5,1135.0
9800,67.0,126800,Diesel,72,0,0,2000.0,5,1135.0
9450,66.0,126452,Petrol,110,1,0,1600.0,5,1085.0
8950,62.0,125175,Diesel,116,0,0,2000.0,5,1150.0
8750,68.0,125000,Diesel,72,1,0,2000.0,3,1115.0
10500,61.0,123000,Diesel,72,0,0,2000.0,5,1135.0
7995,59.0,121626,Petrol,86,0,0,1300.0,5,1050.0
10450,64.0,120400,Petrol,110,0,0,1600.0,5,1090.0
9950,66.0,120000,Diesel,72,0,0,2000.0,4,1100.0
9950,68.0,119541,Petrol,110,0,0,1600.0,3,1055.0
8950,68.0,119500,Petrol,110,1,0,1600.0,5,1070.0
7950,68.0,119289,Petrol,110,1,0,1600.0,4,1035.0
10950,57.0,118833,Petrol,110,0,0,1600.0,3,1065.0
9950,64.0,118000,Diesel,72,1,0,2000.0,5,1150.0
8600,68.0,117955,Petrol,110,1,1,1600.0,4,1065.0
7250,65.0,117609,Petrol,86,0,0,1300.0,3,1015.0
6950,68.0,117000,Diesel,72,0,0,2000.0,3,1115.0
8000,64.0,116000,Petrol,86,0,0,1300.0,5,1045.0
9950,58.0,115715,Petrol,110,0,0,1600.0,5,1070.0
9450,60.0,115191,CNG,110,1,0,1600.0,4,1079.0
7950,68.0,115071,Petrol,110,1,0,1600.0,3,1055.0
9450,63.0,115000,CNG,110,0,0,1600.0,3,1109.0
9950,64.0,114846,Petrol,110,1,0,1600.0,5,1075.0
6950,65.0,114383,Diesel,90,0,0,2000.0,3,1260.0
8250,59.0,113700,Petrol,110,1,0,1600.0,5,1065.0
9950,67.0,113118,Petrol,86,1,0,1300.0,3,1020.0
8250,59.0,112827,Petrol,86,1,0,1300.0,5,1040.0
9950,68.0,112116,Petrol,110,1,0,1600.0,5,1070.0
10500,66.0,112000,Petrol,110,1,0,1600.0,3,1065.0
7950,62.0,112000,Diesel,72,0,0,2000.0,4,1135.0
9750,65.0,111769,Petrol,110,0,0,1600.0,3,1065.0
9250,61.0,110853,Petrol,110,1,0,1600.0,5,1070.0
9500,68.0,110287,Petrol,110,1,0,1600.0,3,1050.0
9950,62.0,109547,Petrol,110,0,0,1600.0,5,1075.0
7750,63.0,109230,Petrol,110,0,0,1600.0,3,1050.0
9500,68.0,109150,Petrol,110,0,0,1600.0,5,1075.0
9950,67.0,108793,Petrol,110,1,0,1600.0,4,1035.0
9750,64.0,106784,Petrol,110,0,1,1600.0,3,1050.0
9750,58.0,105942,Petrol,86,0,0,1300.0,5,1040.0
5950,59.0,105000,Petrol,86,1,0,1300.0,3,1015.0
8500,62.0,105000,Petrol,86,0,0,1300.0,5,1040.0
8495,68.0,104299,Petrol,110,1,0,1600.0,5,1085.0
9250,67.0,104000,Petrol,86,0,0,1300.0,3,1020.0
6900,68.0,104000,Petrol,86,1,0,1300.0,3,1015.0
8950,58.0,103458,Petrol,86,1,0,1300.0,3,1025.0
9500,63.0,103400,Petrol,110,1,0,1600.0,5,1075.0
9250,63.0,102807,Petrol,86,0,0,1300.0,5,1055.0
9895,68.0,102494,Petrol,110,0,0,1600.0,5,1090.0
9950,57.0,102300,Diesel,72,1,0,2000.0,5,1135.0
7950,61.0,102106,Petrol,110,0,0,1600.0,3,1050.0
8750,68.0,101889,Petrol,110,1,0,1600.0,5,1075.0
8250,57.0,101791,Diesel,72,0,0,2000.0,3,1115.0
8950,63.0,101469,Petrol,110,1,0,1600.0,3,1065.0
8950,68.0,101001,Petrol,110,0,0,1600.0,5,1075.0
8950,61.0,100748,Petrol,110,0,0,1600.0,5,1070.0
8950,65.0,100550,,110,1,0,1600.0,5,1075.0
9450,67.0,99781,Petrol,110,1,0,1600.0,5,1085.0
8950,59.0,98658,Petrol,86,1,0,1300.0,3,1020.0
9250,65.0,98500,Petrol,110,1,0,1600.0,5,1075.0
8750,64.0,98291,Petrol,86,0,0,1300.0,4,1000.0
9950,61.0,97648,Petrol,110,1,0,1600.0,3,1065.0
9950,61.0,97425,Petrol,110,1,0,1600.0,5,1075.0
9900,65.0,97173,Petrol,86,0,0,1300.0,3,1015.0
8950,66.0,97046,Petrol,86,1,0,1300.0,4,1000.0
8950,67.0,96000,Petrol,110,1,0,1600.0,3,1050.0
12250,60.0,96000,Diesel,72,0,0,2000.0,4,1100.0
9250,67.0,95750,Petrol,110,1,0,1600.0,5,1070.0
10250,61.0,95147,Petrol,110,1,0,1600.0,3,1050.0
8950,68.0,95000,Petrol,110,0,0,1600.0,3,1050.0
7999,65.0,95000,Petrol,110,1,0,1600.0,3,1050.0
9900,66.0,94606,Petrol,110,0,0,1600.0,3,1065.0
8250,63.0,94504,Petrol,86,1,0,1300.0,4,1000.0
10500,65.0,93428,Petrol,110,1,0,1600.0,5,1075.0
8450,65.0,93408,Petrol,86,0,0,1300.0,3,1015.0
9900,68.0,93296,Petrol,110,1,0,1600.0,5,1090.0
10500,62.0,93098,Petrol,110,1,0,1600.0,5,1075.0
8500,67.0,92922,Diesel,72,1,0,2000.0,4,1100.0
9500,61.0,92498,Petrol,110,1,0,1600.0,3,1050.0
9450,65.0,92226,Petrol,110,0,0,1600.0,3,1065.0
9900,68.0,91505,Diesel,72,0,0,2000.0,3,1115.0
8250,64.0,91333,Petrol,110,1,0,1600.0,3,1050.0
8750,65.0,91246,Petrol,86,1,0,1300.0,3,1015.0
9500,58.0,91000,Petrol,110,1,0,1600.0,5,1075.0
8450,68.0,90727,Petrol,110,0,0,1600.0,3,1050.0
8490,62.0,90000,Petrol,110,0,0,1600.0,3,1050.0
8750,60.0,89576,Petrol,110,0,0,1600.0,4,1035.0
9750,64.0,89145,Petrol,86,1,0,1300.0,3,1025.0
9950,63.0,89000,Petrol,110,1,0,1600.0,5,1085.0
8500,68.0,88807,Petrol,110,0,0,1600.0,3,1050.0
8450,63.0,88685,Petrol,110,0,0,1600.0,5,1070.0
7900,62.0,88667,Petrol,110,1,0,1600.0,4,1040.0
8750,57.0,88480,Petrol,110,1,0,1600.0,3,1050.0
7950,61.0,88127,Petrol,86,0,0,1300.0,3,1015.0
6900,62.0,88000,Petrol,86,0,0,1300.0,3,1020.0
8150,65.0,87821,Petrol,86,1,0,1300.0,3,1015.0
10995,59.0,87654,Petrol,86,1,1,1300.0,5,1065.0
8900,59.0,86888,Petrol,110,1,0,1600.0,3,1050.0
9500,59.0,86871,Petrol,86,1,0,1300.0,5,1040.0
8950,68.0,86714,Petrol,110,1,0,1600.0,4,1035.0
11500,65.0,85889,Petrol,110,0,0,1600.0,3,1065.0
10450,62.0,85000,Petrol,110,1,0,1600.0,3,1050.0
10500,60.0,85000,Petrol,86,1,0,1300.0,3,1025.0
9250,68.0,84976,Petrol,110,1,0,1600.0,4,1035.0
10950,65.0,84558,Petrol,110,1,0,1600.0,5,1120.0
10450,62.0,84549,Petrol,110,0,0,1600.0,5,1075.0
9250,68.0,84482,Petrol,110,1,0,1600.0,5,1075.0
8750,62.0,83908,Petrol,110,1,0,1600.0,5,1070.0
8750,67.0,83560,Petrol,86,0,0,1300.0,3,1015.0
9800,68.0,83000,Petrol,107,1,1,1600.0,5,1100.0
8250,64.0,82723,Petrol,86,0,0,1300.0,3,1015.0
10450,62.0,82421,Petrol,110,1,0,1600.0,3,1065.0
9750,58.0,82254,Petrol,110,0,0,1600.0,5,1050.0
8950,61.0,82115,Petrol,110,1,0,1600.0,3,1055.0
7450,65.0,82000,Petrol,86,1,0,1300.0,3,1015.0
8450,68.0,81965,Petrol,86,1,0,1300.0,5,1035.0
8250,66.0,81250,Petrol,110,0,0,1600.0,3,1050.0
10950,65.0,81192,Petrol,110,1,0,1600.0,3,1065.0
8950,61.0,81170,Petrol,110,1,0,1600.0,4,1040.0
8750,66.0,81083,Petrol,86,0,0,1300.0,3,1015.0
10450,61.0,80714,Petrol,110,1,0,1600.0,5,1075.0
10950,57.0,80470,Petrol,110,0,0,1600.0,5,1085.0
8450,65.0,80439,Petrol,110,1,0,1600.0,4,1035.0
9950,59.0,80430,Petrol,110,1,0,1600.0,3,1065.0
9950,68.0,80426,Petrol,110,1,0,1600.0,3,1055.0
8750,62.0,80265,Petrol,86,0,0,1300.0,3,1015.0
9950,65.0,80153,Petrol,110,0,0,1600.0,5,1070.0
9500,68.0,80121,Petrol,110,0,0,1600.0,5,1070.0
8250,65.0,80086,Petrol,110,1,0,1600.0,4,1035.0
10950,62.0,80000,Petrol,110,0,0,1600.0,5,1075.0
7950,60.0,80000,Petrol,86,0,0,1300.0,5,1015.0
8250,65.0,80000,Petrol,86,1,0,1300.0,2,1015.0
9895,67.0,79858,Petrol,110,1,0,1600.0,4,1040.0
9130,67.0,79762,Petrol,86,1,0,1300.0,3,1015.0
10950,59.0,79660,Petrol,86,0,1,1300.0,5,1065.0
10500,60.0,79150,Petrol,110,1,0,1600.0,5,1075.0
8900,61.0,79000,Petrol,110,1,0,1600.0,3,1050.0
9500,57.0,78955,Petrol,86,1,0,1300.0,5,1045.0
10950,59.0,78750,Diesel,90,1,0,1975.0,5,1155.0
7950,68.0,78521,Petrol,86,0,0,1300.0,3,1015.0
7950,64.0,78356,Petrol,86,1,0,1300.0,3,1015.0
7950,65.0,78076,Petrol,86,1,0,1300.0,3,1015.0
9500,61.0,78063,Petrol,107,1,1,1600.0,5,1100.0
10950,67.0,77821,Petrol,110,1,0,1600.0,5,1075.0
9750,68.0,77695,Petrol,110,1,0,1600.0,4,1035.0
9750,65.0,77500,Petrol,110,1,0,1600.0,3,1050.0
9450,63.0,77457,Petrol,110,1,0,1600.0,3,1055.0
8950,68.0,77029,Petrol,86,1,0,1300.0,3,1015.0
8950,68.0,77008,Petrol,86,1,0,1300.0,3,1015.0
8900,66.0,76791,Petrol,110,1,0,1600.0,5,1070.0
9950,61.0,76700,Petrol,86,1,0,1300.0,5,1035.0
8750,67.0,76569,Petrol,86,1,0,1300.0,3,1020.0
8950,59.0,76162,Petrol,110,1,0,1600.0,5,1075.0
8990,65.0,76155,Petrol,110,1,0,1600.0,4,1035.0
8950,61.0,75609,Petrol,86,1,0,1300.0,3,1015.0
8950,62.0,75569,Diesel,72,1,0,2000.0,3,1120.0
9950,67.0,75429,Petrol,110,1,0,1600.0,3,1065.0
9900,68.0,75000,Petrol,110,1,0,1600.0,5,1075.0
8950,65.0,75000,Petrol,86,0,0,1300.0,3,1015.0
8950,62.0,75000,Petrol,110,1,0,1600.0,5,1070.0
9500,66.0,74963,Petrol,107,0,1,1600.0,3,1085.0
7950,68.0,74889,Petrol,86,1,0,1300.0,3,1015.0
7750,68.0,74875,Petrol,110,0,0,1600.0,5,1070.0
8950,63.0,74747,Petrol,110,1,0,1600.0,5,1075.0
11950,60.0,74720,Petrol,110,1,0,1600.0,5,1085.0
8950,62.0,74457,Petrol,110,0,0,1600.0,5,1075.0
11950,60.0,74337,Petrol,86,0,0,1300.0,5,1035.0
8950,68.0,74308,Petrol,110,0,0,1600.0,3,1050.0
9950,64.0,74193,Petrol,110,0,0,1600.0,3,1050.0
8250,65.0,74179,Petrol,110,1,0,1600.0,3,1050.0
8995,67.0,73936,Petrol,86,1,0,1300.0,5,1050.0
9995,61.0,73894,Petrol,110,1,0,1600.0,3,1065.0
9250,64.0,73500,Petrol,110,1,0,1600.0,3,1050.0
10950,64.0,73376,Petrol,110,0,0,1600.0,5,1070.0
8900,64.0,73300,Petrol,86,1,0,1300.0,3,1015.0
9500,58.0,73172,Petrol,110,1,0,1600.0,5,1075.0
9950,58.0,72928,Petrol,110,1,0,1600.0,5,1075.0
7950,67.0,72880,Petrol,86,1,0,1332.0,3,1015.0
8250,63.0,72522,Petrol,110,1,0,1600.0,3,1050.0
9450,64.0,72000,Petrol,86,1,0,1300.0,3,1015.0
7950,57.0,72000,Petrol,86,0,0,1300.0,3,1015.0
9500,59.0,71366,Petrol,110,0,0,1600.0,3,1065.0
8950,65.0,71317,Petrol,110,0,0,1600.0,3,1050.0
10950,62.0,71000,Petrol,110,0,0,1600.0,5,1070.0
8950,60.0,70954,Petrol,110,0,0,1600.0,3,1050.0
9450,63.0,70908,Petrol,86,0,0,1300.0,5,1035.0
8000,58.0,70560,Petrol,110,1,0,1600.0,3,1050.0
9900,67.0,70552,Petrol,110,0,0,1600.0,5,1075.0
8950,62.0,70500,Petrol,110,1,0,1600.0,5,1035.0
10900,60.0,70453,Diesel,72,0,0,2000.0,5,1135.0
9450,59.0,70218,Petrol,110,1,0,1600.0,3,1050.0
8450,64.0,70116,Petrol,110,1,0,1600.0,4,1035.0
9500,65.0,70068,Petrol,110,1,0,1600.0,5,1075.0
10500,67.0,70000,Petrol,107,1,1,1587.0,3,1065.0
6950,68.0,70000,Petrol,86,1,0,1300.0,3,1015.0
9750,68.0,69103,Petrol,110,0,0,1600.0,4,1035.0
6950,58.0,69022,Petrol,86,1,0,1300.0,5,1035.0
9650,67.0,69000,Petrol,110,1,0,1600.0,3,1065.0
9950,68.0,68865,Petrol,110,1,0,1600.0,3,1065.0
9250,58.0,68723,Petrol,86,0,0,1300.0,3,1025.0
8950,63.0,68453,Petrol,110,1,0,1600.0,5,1070.0
9900,63.0,68238,Petrol,86,0,0,1300.0,5,1050.0
10995,63.0,68153,Petrol,110,1,0,1600.0,5,1085.0
10500,65.0,68000,Petrol,110,0,0,1600.0,5,1075.0
8950,65.0,68000,Petrol,86,1,0,1300.0,3,1015.0
9750,67.0,67762,Petrol,110,1,0,1600.0,3,1065.0
10950,68.0,67146,Petrol,110,1,0,1600.0,5,1075.0
9750,67.0,67110,Petrol,86,1,0,1300.0,5,1035.0
9950,59.0,67010,Petrol,110,1,0,1600.0,3,1065.0
10500,65.0,67003,Petrol,110,1,0,1600.0,4,1035.0
10400,68.0,66785,Petrol,86,0,1,1300.0,3,1045.0
8800,68.0,66550,Petrol,86,0,0,1332.0,3,1010.0
10500,61.0,66259,Petrol,110,1,0,1600.0,3,1065.0
9250,62.0,66082,Petrol,110,0,0,1600.0,5,1070.0
7800,65.0,66000,Petrol,86,1,0,1300.0,3,1015.0
